gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	rights	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue
1224542608	71e6db8e-f762-11e1-a439-00145eb45e9a	urn:catalog:OMNH:FISH:85718	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	(AGTN36-2013) Napier Road, 100 meters downstream from AGTN35-2013	609765e0-4ce8-11db-b80e-b8a03c50a862	35.4654	-87.4648					2013-06-26T00:00Z	26	6	2013	2382397	2382397	PRESERVED_SPECIMEN	OMNH	FISH	85718.0		Dr. Aaron Geheber		Sam Noble Oklahoma Museum of Natural History	Aaron Geheber			2015-12-23T21:01Z		GEODETIC_DATUM_ASSUMED_WGS84
17598896	83a8c0da-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	CA	London (ON)	0e0fc0f0-828e-11d8-b7ed-b8a03c50a862	42.961	-81.326					1981-07-28T00:00Z	28	7	1981	2382397	2382397	PRESERVED_SPECIMEN	CMN	CMNFI	CMNFI 1986-0286.1		Baldwin, M.E.			Baldwin, M.E.; Bowlby, J.N.			2014-06-04T23:44Z		GEODETIC_DATUM_ASSUMED_WGS84
17598905	83a8c0da-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	CA	London (ON)	0e0fc0f0-828e-11d8-b7ed-b8a03c50a862	42.971	-81.2					1981-11-17T00:00Z	17	11	1981	2382397	2382397	PRESERVED_SPECIMEN	CMN	CMNFI	CMNFI 1986-0349.5		Baldwin, Mary Elizabeth			Baldwin, Mary Elizabeth; Casbourn, Hugh R.			2014-06-04T23:44Z		GEODETIC_DATUM_ASSUMED_WGS84
198193430	961f602a-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides	blennioides	SUBSPECIES	Etheostoma blennioides blennioides Rafinesque, 1819	US	Five Mile Creek, 4 mi. N Alleganey.	039f44e0-e712-11dd-9cd2-b8a03c50a862	42.14917	-78.50861					1952-09-11T00:00Z	11	9	1952	6169015	2382397	PRESERVED_SPECIMEN	TU	Fish	4307					R.D. Suttkus, Eaton & Donahue			2014-06-05T03:09Z		GEODETIC_DATUM_ASSUMED_WGS84
198193618	961f602a-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Little Pigeon River 4 mi. E Sevierville, Hwy. 411.	039f44e0-e712-11dd-9cd2-b8a03c50a862	35.865	-83.50694					1963-04-13T00:00Z	13	4	1963	2382397	2382397	PRESERVED_SPECIMEN	TU	Fish	30389					R.D. Suttkus, J.S. Ramsey & M.D. Dahlberg			2014-06-05T03:09Z		TAXON_MATCH_HIGHERRANK;GEODETIC_DATUM_ASSUMED_WGS84
198193781	961f602a-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Buffalo River about 1.25 mi. up from its mouth, near Buffalo City.	039f44e0-e712-11dd-9cd2-b8a03c50a862	36.16306	-92.41666					1965-07-21T00:00Z	21	7	1965	2382397	2382397	PRESERVED_SPECIMEN	TU	Fish	49329					Cashner et al.			2014-06-05T03:09Z		GEODETIC_DATUM_ASSUMED_WGS84
198193942	961f602a-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Black River on Hwy. 49, 3.2 mi. W of Williamsville, MO.	039f44e0-e712-11dd-9cd2-b8a03c50a862	36.97222	-90.59666					1970-10-10T00:00Z	10	10	1970	2382397	2382397	PRESERVED_SPECIMEN	TU	Fish	66868					R.D. Suttkus, Conner & Caruso			2014-06-05T03:09Z		TAXON_MATCH_HIGHERRANK;GEODETIC_DATUM_ASSUMED_WGS84
198194055	961f602a-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Bay Fork of Barren River Hwy. 31 (E) bridge 3 mi. NE Scottsville.	039f44e0-e712-11dd-9cd2-b8a03c50a862	36.77528	-86.17445					1973-04-11T00:00Z	11	4	1973	2382397	2382397	PRESERVED_SPECIMEN	TU	Fish	81875					Thompson,Bresnick,Humphries,Heins,Conner			2014-06-05T03:09Z		GEODETIC_DATUM_ASSUMED_WGS84
198194060	961f602a-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Middle Fork Drakes Creek at low water bridge; about 0.5 mi. above KY Hwy. 265; 2.7 mi. SE of Gold City.	039f44e0-e712-11dd-9cd2-b8a03c50a862	36.75444	-86.4475					1973-04-14T00:00Z	14	4	1973	2382397	2382397	PRESERVED_SPECIMEN	TU	Fish	81923					Thompson, Etnier, Hoyt, Oakberg, Taylor, & Stiles			2014-06-05T03:09Z		GEODETIC_DATUM_ASSUMED_WGS84
198194158	961f602a-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Saline River 3 mi. E of Poyen at Hwy. 260 (270?) bridge.	039f44e0-e712-11dd-9cd2-b8a03c50a862	34.31944	-92.58667					1972-06-10T00:00Z	10	6	1972	2382397	2382397	PRESERVED_SPECIMEN	TU	Fish	96717					H.W. Robison & Beene			2014-06-05T03:09Z		GEODETIC_DATUM_ASSUMED_WGS84
198194173	961f602a-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Spring River, 2.5 mi. NE of Heart at low-water bridge.	039f44e0-e712-11dd-9cd2-b8a03c50a862	36.3475	-91.65889					1975-04-05T00:00Z	5	4	1975	2382397	2382397	PRESERVED_SPECIMEN	TU	Fish	97982					H.W. Robison et al.			2014-06-05T03:09Z		GEODETIC_DATUM_ASSUMED_WGS84
198194176	961f602a-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Fourche La Fave River on county road 0.5 mi. SE of Boles.	039f44e0-e712-11dd-9cd2-b8a03c50a862	34.77611	-94.04083					1975-07-25T00:00Z	25	7	1975	2382397	2382397	PRESERVED_SPECIMEN	TU	Fish	98245					H.W. Robison et al.			2014-06-05T03:09Z		GEODETIC_DATUM_ASSUMED_WGS84
198194279	961f602a-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Little River at Hwy. 411 bridge 5.0 mi. NE of Maryville.	039f44e0-e712-11dd-9cd2-b8a03c50a862	35.78556	-83.88416					1977-06-30T00:00Z	30	6	1977	2382397	2382397	PRESERVED_SPECIMEN	TU	Fish	110826					Barbour, Scriber, Bruce & Kessler			2014-06-05T03:09Z		GEODETIC_DATUM_ASSUMED_WGS84
198194613	961f602a-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Lick Creek, Route 68 1 mile west of Edmonton.	039f44e0-e712-11dd-9cd2-b8a03c50a862	36.98319	-85.64936					1999-04-01T00:00Z	1	4	1999	2382397	2382397	PRESERVED_SPECIMEN	TU	Fish	191710								2014-06-05T03:09Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
624015259	d6cc311c-c5ab-4f23-9a20-10514f9eb9c4		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Town Creek.	c3ad790a-d426-4ac1-8e32-da61f81f0117	39.70044	-78.53949					2002-01-01T00:00Z	1	1	2002	2382397	2382397	HUMAN_OBSERVATION	USGS-NAS	NAS	277140								2014-06-05T13:10Z		GEODETIC_DATUM_ASSUMED_WGS84
624015267	d6cc311c-c5ab-4f23-9a20-10514f9eb9c4		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Fifteenmile Creek.	c3ad790a-d426-4ac1-8e32-da61f81f0117	39.71729	-78.44554					1995-01-01T00:00Z	1	1	1995	2382397	2382397	HUMAN_OBSERVATION	USGS-NAS	NAS	277148								2014-06-05T13:10Z		GEODETIC_DATUM_ASSUMED_WGS84
624015317	d6cc311c-c5ab-4f23-9a20-10514f9eb9c4		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Sandy Run.	c3ad790a-d426-4ac1-8e32-da61f81f0117	39.55713	-77.39417					1996-01-01T00:00Z	1	1	1996	2382397	2382397	HUMAN_OBSERVATION	USGS-NAS	NAS	277198								2014-06-05T13:10Z		GEODETIC_DATUM_ASSUMED_WGS84
624015336	d6cc311c-c5ab-4f23-9a20-10514f9eb9c4		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Bush Creek.	c3ad790a-d426-4ac1-8e32-da61f81f0117	39.37	-77.38723					2004-01-01T00:00Z	1	1	2004	2382397	2382397	HUMAN_OBSERVATION	USGS-NAS	NAS	277217								2014-06-05T13:10Z		GEODETIC_DATUM_ASSUMED_WGS84
624073874	eccf4b09-f0c8-462d-a48c-41a7ce36815a	DF4960EE-3338-4AEF-91AB-EF624A1841F9	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Washington-Allegany County line at Sideling Hill Creek at US 40.	8483a1f0-1032-11db-ae00-b8a03c50a862	39.70308	-78.32112					1971-11-14T00:00Z	14	11	1971	2382397	2382397	PRESERVED_SPECIMEN	UF	Fish	21265					Norden, Arnold			2015-04-22T20:39Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
624078882	eccf4b09-f0c8-462d-a48c-41a7ce36815a	93367CF4-293C-4B8C-863D-2C26505E89CE	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Little Tennessee River on Co Rd 1113, 6 rd-mi downstream from Macon-Swain County line.	8483a1f0-1032-11db-ae00-b8a03c50a862	35.24901	-83.40804			0.0		1977-07-08T00:00Z	8	7	1977	2382397	2382397	PRESERVED_SPECIMEN	UF	Fish	26394					Gilbert, C; et al.			2015-04-22T20:39Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
624078902	eccf4b09-f0c8-462d-a48c-41a7ce36815a	1DD2EBBA-903C-4D99-A9DD-16763E418064	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Little Tennessee River at mouth of Cullasaya River at Franklin.	8483a1f0-1032-11db-ae00-b8a03c50a862	35.1754	-83.37036			0.0		1977-07-08T00:00Z	8	7	1977	2382397	2382397	PRESERVED_SPECIMEN	UF	Fish	26414					Gilbert, C; et al.			2015-04-22T20:39Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
624093404	eccf4b09-f0c8-462d-a48c-41a7ce36815a	194D5737-D014-4F2E-896B-F098D48E8669	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Big Brush Creek, trib to Sequatchie River, ca 0.5 mi above St Hwy 28 bridge, just N of Dunlap.	8483a1f0-1032-11db-ae00-b8a03c50a862	35.41088	-85.37796					1976-09-16T00:00Z	16	9	1976	2382397	2382397	PRESERVED_SPECIMEN	UF	Fish	40972					Saylor, C; crew, TV			2015-04-22T20:40Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
624095815	eccf4b09-f0c8-462d-a48c-41a7ce36815a	997C827A-01C6-46DF-8CB8-AC42A6F5151A	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Jones Creek at Caddo Gap.	8483a1f0-1032-11db-ae00-b8a03c50a862	34.39044	-93.60939					1968-03-15T00:00Z	15	3	1968	2382397	2382397	PRESERVED_SPECIMEN	UF	Fish	43387					Keuhne, R; Barbour, R; Davis			2015-04-22T20:40Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
624131329	eccf4b09-f0c8-462d-a48c-41a7ce36815a	6FC95C50-E8D3-46EF-9EAD-9848401AF925	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Elk River at Hamilton Mill just off St Rte 273, 1.4 air mi ESE of Delrose.	8483a1f0-1032-11db-ae00-b8a03c50a862	35.10652	-86.77835			0.0		1988-09-13T00:00Z	13	9	1988	2382397	2382397	PRESERVED_SPECIMEN	UF	Fish	80016					Burkhead, Noel; et al.			2015-04-22T20:40Z		GEODETIC_DATUM_ASSUMED_WGS84
624134724	eccf4b09-f0c8-462d-a48c-41a7ce36815a	398D20A9-14A5-48C2-9A17-3210DB7FB1AF	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Toe River, at Co Rte 1336-1338 intersection, 2.3 miles SE of Relief.	8483a1f0-1032-11db-ae00-b8a03c50a862	36.00419	-82.27414					1981-09-06T00:00Z	6	9	1981	2382397	2382397	PRESERVED_SPECIMEN	UF	Fish	83462					Menhinick, Edward; Limnology Class			2015-04-22T20:40Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
624157157	eccf4b09-f0c8-462d-a48c-41a7ce36815a	C75FECF4-A252-439D-BBE7-4DB147FB6383	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	West Chickamauga Creek at Georgia Route 146 bridge	8483a1f0-1032-11db-ae00-b8a03c50a862	34.95722	-85.20517					1997-08-27T00:00Z	27	8	1997	2382397	2382397	PRESERVED_SPECIMEN	UF	Fish	105847					Jelks, Howard; Ruessler, David; Rowe, Stacey; Blalock-Herod, H			2016-01-13T04:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
624175764	eccf4b09-f0c8-462d-a48c-41a7ce36815a	EB3E2CD0-EB83-49E5-A606-B178D318C63F	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	North Fork Holston River at Island at end of County Road 821 off US Highway 23 - river mile 6.3	8483a1f0-1032-11db-ae00-b8a03c50a862	36.6207	-82.49987					1976-08-02T00:00Z	2	8	1976	2382397	2382397	PRESERVED_SPECIMEN	UF	Fish	124610					Feeman; et al.; TVA			2015-05-27T03:46Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
624178585	eccf4b09-f0c8-462d-a48c-41a7ce36815a	92CFA8FC-8594-4A09-8FBF-0E72E20A1346	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	North Fork Holston River - Island at River Mile 13.4, caught in a riffle	8483a1f0-1032-11db-ae00-b8a03c50a862	36.6207	-82.49987					1977-08-22T00:00Z	22	8	1977	2382397	2382397	PRESERVED_SPECIMEN	UF	Fish	127349								2015-05-27T03:46Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
624179169	eccf4b09-f0c8-462d-a48c-41a7ce36815a	5F57AF13-D1D6-41D6-8162-8EE1F49A703F	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Tuscarora Creek on US 15 just north of town of Frederick, by Beckley's Hotel - riffle	8483a1f0-1032-11db-ae00-b8a03c50a862	39.24363	-77.47563					1980-08-20T00:00Z	20	8	1980	2382397	2382397	PRESERVED_SPECIMEN	UF	Fish	127989					Wiley, Martin; et al.			2015-05-27T03:46Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
624197996	eccf4b09-f0c8-462d-a48c-41a7ce36815a	AC100756-5385-4F52-9ECB-795ABF715901	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Tachett Creek at Tackett Creek on Tennessee Route 90	8483a1f0-1032-11db-ae00-b8a03c50a862	36.53947	-84.00606					1976-05-27T00:00Z	27	5	1976	2382397	2382397	PRESERVED_SPECIMEN	UF	Fish	146854					unknown			2015-05-27T03:46Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
624217463	eccf4b09-f0c8-462d-a48c-41a7ce36815a	3D1B4588-C090-438A-B356-12CABADC245A	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	South Fork Harpeth River @ 1st Old Harding Rd crossing from HWY 96, 3 miles NE of Fernvail	8483a1f0-1032-11db-ae00-b8a03c50a862	35.99255	-87.04805					2007-04-19T00:00Z	19	4	2007	2382397	2382397	PRESERVED_SPECIMEN	UF	Fish	167688					Page, Lawrence; Thomson, A; Blanton-Johansen, R; et al.			2015-04-10T17:42Z		GEODETIC_DATUM_ASSUMED_WGS84
656957574	8f79c802-a58c-447f-99aa-1d6a0790825a	db2bbc3a-1ed3-11e3-bfac-90b11c41863e	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Lee Creek at mouth of Weber Creek	b554c320-0560-11d8-b851-b8a03c50a862	35.5204	-94.4676					1975-08-24T00:00Z	24	8	1975	2382397	2382397	PRESERVED_SPECIMEN	KU	KUI	31460		Lindsay, Hague L	http://creativecommons.org/licenses/by/4.0/deed.en_US		Graham, Pat W; Bell, Reuben P			2015-06-06T00:37Z		
656968419	8f79c802-a58c-447f-99aa-1d6a0790825a	db6a2121-1ed3-11e3-bfac-90b11c41863e	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Lee Creek, 0.3 mi. upstream of bridge, 1 mi. W of Short	b554c320-0560-11d8-b851-b8a03c50a862	35.5659	-94.5314					1976-02-15T00:00Z	15	2	1976	2382397	2382397	PRESERVED_SPECIMEN	KU	KUI	31642		Lindsay, Hague L	http://creativecommons.org/licenses/by/4.0/deed.en_US		Bell, Reuben P; Graham, Pat W			2015-06-06T00:37Z		
656971788	8f79c802-a58c-447f-99aa-1d6a0790825a	db83eaf8-1ed3-11e3-bfac-90b11c41863e	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Mulberry River River, 1 mi. S of Cass at Hwy 23	b554c320-0560-11d8-b851-b8a03c50a862	35.67	-93.8296					1976-11-08T00:00Z	8	11	1976	2382397	2382397	PRESERVED_SPECIMEN	KU	KUI	32039		Lindsay, Hague L	http://creativecommons.org/licenses/by/4.0/deed.en_US		Lindsay, Hague L; Adams, Warren			2015-06-06T00:37Z		
656986825	8f79c802-a58c-447f-99aa-1d6a0790825a	dbc56df0-1ed3-11e3-bfac-90b11c41863e	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Spring Creek at Hurley	b554c320-0560-11d8-b851-b8a03c50a862	36.93115	-93.49722					1960-05-07T00:00Z	7	5	1960	2382397	2382397	PRESERVED_SPECIMEN	KU	KUI	5237		Cross, Frank B	http://creativecommons.org/licenses/by/4.0/deed.en_US		Cross, Frank B; KU Ichthyology Class			2015-06-06T00:37Z		COORDINATE_ROUNDED
656987568	8f79c802-a58c-447f-99aa-1d6a0790825a	dbcbddc1-1ed3-11e3-bfac-90b11c41863e	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Tributary of Jacks Fork Creek on MO Highway 106, 3 miles East of Eminence	b554c320-0560-11d8-b851-b8a03c50a862	37.15312	-91.31362					1960-06-05T00:00Z	5	6	1960	2382397	2382397	PRESERVED_SPECIMEN	KU	KUI	5618		Cross, Frank B	http://creativecommons.org/licenses/by/4.0/deed.en_US		Distler, Donald A; Metcalf, Artie L			2015-09-16T20:55Z		COORDINATE_ROUNDED
656987723	8f79c802-a58c-447f-99aa-1d6a0790825a	dbcc5ab6-1ed3-11e3-bfac-90b11c41863e	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Floyds Fork River, 2 miles North of US Highway 60 on Johnson Road	b554c320-0560-11d8-b851-b8a03c50a862	38.26551	-85.46409					1960-06-12T00:00Z	12	6	1960	2382397	2382397	PRESERVED_SPECIMEN	KU	KUI	5695		Cross, Frank B	http://creativecommons.org/licenses/by/4.0/deed.en_US		Distler, Donald A; Langston, L			2015-09-16T20:55Z		COORDINATE_ROUNDED
656993855	8f79c802-a58c-447f-99aa-1d6a0790825a	dbe699a9-1ed3-11e3-bfac-90b11c41863e	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	East Fork Pigeon River just above conjuction with Little Pigeon River below dam at Sevierville	b554c320-0560-11d8-b851-b8a03c50a862	35.8675	-83.51586					1964-09-06T00:00Z	6	9	1964	2382397	2382397	PRESERVED_SPECIMEN	KU	KUI	8919			http://creativecommons.org/licenses/by/4.0/deed.en_US		Cross, Frank B; Busey, Fred H; Judd, C E			2015-06-06T00:37Z		COORDINATE_ROUNDED
656997367	8f79c802-a58c-447f-99aa-1d6a0790825a	dbf544b3-1ed3-11e3-bfac-90b11c41863e	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Indian Creek at Boulder City	b554c320-0560-11d8-b851-b8a03c50a862	36.79334	-94.2435					1964-06-09T00:00Z	9	6	1964	2382397	2382397	PRESERVED_SPECIMEN	KU	KUI	10755			http://creativecommons.org/licenses/by/4.0/deed.en_US		Pflieger, William L; Brumfield, Robert			2015-06-06T00:37Z		COORDINATE_ROUNDED
656998867	8f79c802-a58c-447f-99aa-1d6a0790825a	dbfdbabf-1ed3-11e3-bfac-90b11c41863e	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Creek across from post office, Forbus on TN-200	b554c320-0560-11d8-b851-b8a03c50a862	36.55122	-84.9792					1966-04-04T00:00Z	4	4	1966	2382397	2382397	PRESERVED_SPECIMEN	KU	KUI	11536			http://creativecommons.org/licenses/by/4.0/deed.en_US		Braasch, Marvin E; Thomas, D L			2015-06-06T00:37Z		COORDINATE_ROUNDED
657003680	8f79c802-a58c-447f-99aa-1d6a0790825a	dc24e2fe-1ed3-11e3-bfac-90b11c41863e	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Mud Creek, S Farmington	b554c320-0560-11d8-b851-b8a03c50a862	35.4771	-86.68926					1969-04-05T00:00Z	5	4	1969	2382397	2382397	PRESERVED_SPECIMEN	KU	KUI	14191			http://creativecommons.org/licenses/by/4.0/deed.en_US		Braasch, Marvin E; Chanay, Duane			2015-06-06T00:37Z		COORDINATE_ROUNDED
657007238	8f79c802-a58c-447f-99aa-1d6a0790825a	dc3c3d2a-1ed3-11e3-bfac-90b11c41863e	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Shoal Creek at Schermerhorn Park, 1 mi. S of Galena	b554c320-0560-11d8-b851-b8a03c50a862	37.0405	-94.6406					1975-03-14T00:00Z	14	3	1975	2382397	2382397	PRESERVED_SPECIMEN	KU	KUI	16086			http://creativecommons.org/licenses/by/4.0/deed.en_US		Cross, Frank B; et. al.			2015-06-06T00:37Z		
657007435	8f79c802-a58c-447f-99aa-1d6a0790825a	dc3cdb4d-1ed3-11e3-bfac-90b11c41863e	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Sallisaw Creek, at US Rt. 64, West of Sallisaw	b554c320-0560-11d8-b851-b8a03c50a862	35.45	-94.85					1975-08-12T00:00Z	12	8	1975	2382397	2382397	PRESERVED_SPECIMEN	KU	KUI	16189			http://creativecommons.org/licenses/by/4.0/deed.en_US		Cross, Frank B; et. al.			2015-06-06T00:37Z		
657012901	8f79c802-a58c-447f-99aa-1d6a0790825a	dc51631f-1ed3-11e3-bfac-90b11c41863e	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Roubidoux Creek at confluence of East and West forks	b554c320-0560-11d8-b851-b8a03c50a862	37.42273	-92.14737					1979-03-16T00:00Z	16	3	1979	2382397	2382397	PRESERVED_SPECIMEN	KU	KUI	19094			http://creativecommons.org/licenses/by/4.0/deed.en_US		Gorman, Owen T; et. al.			2015-09-16T20:55Z		COORDINATE_ROUNDED
657015979	8f79c802-a58c-447f-99aa-1d6a0790825a	dc5a9c8b-1ed3-11e3-bfac-90b11c41863e	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	James River at Route M	b554c320-0560-11d8-b851-b8a03c50a862	36.96611	-93.36414					1983-04-14T00:00Z	14	4	1983	2382397	2382397	PRESERVED_SPECIMEN	KU	KUI	20753			http://creativecommons.org/licenses/by/4.0/deed.en_US		Mayden, Richard L; Hillis, David M			2015-09-16T20:55Z		COORDINATE_ROUNDED
