gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	rights	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue
899125490	71e6db8e-f762-11e1-a439-00145eb45e9a	urn:catalog:OMNH:FISH:69008	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	"P-4 Riffles: 3.9 miles ESE of Calico Rock at crossing on ""Gorby Road"""	609765e0-4ce8-11db-b80e-b8a03c50a862	36.1049	-92.0762					1985-08-05T00:00Z	5	8	1985	2382397	2382397	PRESERVED_SPECIMEN	OMNH	FISH	69008.0				Sam Noble Oklahoma Museum of Natural History	Bill Matthews; Heger; Lodes			2015-08-26T09:20Z		GEODETIC_DATUM_ASSUMED_WGS84
899126866	71e6db8e-f762-11e1-a439-00145eb45e9a	urn:catalog:OMNH:FISH:66052	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	"P-4 Pools: 3.9 miles ESE of Calico Rock at crossing on ""Gorby Road"""	609765e0-4ce8-11db-b80e-b8a03c50a862	36.1049	-92.0762					1995-04-04T00:00Z	4	4	1995	2382397	2382397	PRESERVED_SPECIMEN	OMNH	FISH	66052.0				Sam Noble Oklahoma Museum of Natural History	Bill Matthews; Edie Marsh-Matthews; Chris Taylor			2015-08-26T09:20Z		GEODETIC_DATUM_ASSUMED_WGS84
899129986	71e6db8e-f762-11e1-a439-00145eb45e9a	urn:catalog:OMNH:FISH:36713	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	One mile north of Marble City	609765e0-4ce8-11db-b80e-b8a03c50a862	35.6093	-94.8031					1955-05-07T00:00Z	7	5	1955	2382397	2382397	PRESERVED_SPECIMEN	OMNH	FISH	36713.0				Sam Noble Oklahoma Museum of Natural History	Carl Riggs; G. Moore			2015-08-26T09:20Z		GEODETIC_DATUM_ASSUMED_WGS84
899134032	71e6db8e-f762-11e1-a439-00145eb45e9a	urn:catalog:OMNH:FISH:82700	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	(BFP36-07) At county road 4 miles SE of Colcord and 3 miles north of Hwy 33	609765e0-4ce8-11db-b80e-b8a03c50a862	36.2189	-94.6383					2007-11-09T00:00Z	9	11	2007	2382397	2382397	PRESERVED_SPECIMEN	OMNH	FISH	82700.0				Sam Noble Oklahoma Museum of Natural History	Paulette Reneau; Rich Broughton			2015-08-26T09:20Z		GEODETIC_DATUM_ASSUMED_WGS84
899136222	71e6db8e-f762-11e1-a439-00145eb45e9a	urn:catalog:OMNH:FISH:38092	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	6 miles north, 2 miles east of Hulbert	609765e0-4ce8-11db-b80e-b8a03c50a862	36.0465	-95.1318					1952-07-01T00:00Z	1	7	1952	2382397	2382397	PRESERVED_SPECIMEN	OMNH	FISH	38092.0				Sam Noble Oklahoma Museum of Natural History	Gordon Hall			2015-08-26T09:20Z		GEODETIC_DATUM_ASSUMED_WGS84
883443644	d6cc311c-c5ab-4f23-9a20-10514f9eb9c4		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Juniata River (PFBC site #4101)	c3ad790a-d426-4ac1-8e32-da61f81f0117	40.52972	-77.1425					2005-09-19T00:00Z	19	9	2005	2382397	2382397	HUMAN_OBSERVATION	USGS-NAS	NAS	617147								2014-06-05T21:07Z		GEODETIC_DATUM_ASSUMED_WGS84
883443706	d6cc311c-c5ab-4f23-9a20-10514f9eb9c4		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Little Muncy Creek (PFBC site #1885)	c3ad790a-d426-4ac1-8e32-da61f81f0117	41.19677	-76.63839					2009-06-23T00:00Z	23	6	2009	2382397	2382397	HUMAN_OBSERVATION	USGS-NAS	NAS	617190								2014-06-05T21:07Z		GEODETIC_DATUM_ASSUMED_WGS84
883443707	d6cc311c-c5ab-4f23-9a20-10514f9eb9c4		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Hares Valley Creek (PFBC site #4205)	c3ad790a-d426-4ac1-8e32-da61f81f0117	40.39778	-77.94806					2006-04-05T00:00Z	5	4	2006	2382397	2382397	HUMAN_OBSERVATION	USGS-NAS	NAS	617139								2014-06-05T21:07Z		GEODETIC_DATUM_ASSUMED_WGS84
883443716	d6cc311c-c5ab-4f23-9a20-10514f9eb9c4		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Little Swatara Creek (PFBC site #89)	c3ad790a-d426-4ac1-8e32-da61f81f0117	40.41907	-76.3825					2009-07-23T00:00Z	23	7	2009	2382397	2382397	HUMAN_OBSERVATION	USGS-NAS	NAS	617191								2014-06-05T21:07Z		GEODETIC_DATUM_ASSUMED_WGS84
883443734	d6cc311c-c5ab-4f23-9a20-10514f9eb9c4		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Lost Creek (PFBC site #3821)	c3ad790a-d426-4ac1-8e32-da61f81f0117	40.61778	-77.31084					2000-08-08T00:00Z	8	8	2000	2382397	2382397	HUMAN_OBSERVATION	USGS-NAS	NAS	617203								2014-06-05T21:07Z		GEODETIC_DATUM_ASSUMED_WGS84
883443769	d6cc311c-c5ab-4f23-9a20-10514f9eb9c4		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Sideling Hill Creek (PFBC site #31)	c3ad790a-d426-4ac1-8e32-da61f81f0117	40.0938	-78.11365					2008-07-31T00:00Z	31	7	2008	2382397	2382397	HUMAN_OBSERVATION	USGS-NAS	NAS	617272								2014-06-05T21:07Z		GEODETIC_DATUM_ASSUMED_WGS84
883443781	d6cc311c-c5ab-4f23-9a20-10514f9eb9c4		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Quittapahilla Creek (PFBC site #4498)	c3ad790a-d426-4ac1-8e32-da61f81f0117	40.33288	-76.47247					2009-03-17T00:00Z	17	3	2009	2382397	2382397	HUMAN_OBSERVATION	USGS-NAS	NAS	617247								2014-06-05T21:07Z		GEODETIC_DATUM_ASSUMED_WGS84
883443795	d6cc311c-c5ab-4f23-9a20-10514f9eb9c4		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Tunkhannock Creek (PFBC site #3433)	c3ad790a-d426-4ac1-8e32-da61f81f0117	41.59222	-75.85889					1999-07-30T00:00Z	30	7	1999	2382397	2382397	HUMAN_OBSERVATION	USGS-NAS	NAS	617330								2014-06-05T21:07Z		GEODETIC_DATUM_ASSUMED_WGS84
883443800	d6cc311c-c5ab-4f23-9a20-10514f9eb9c4		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Susquehanna River (PFBC site #4509)	c3ad790a-d426-4ac1-8e32-da61f81f0117	40.23528	-76.85889					2009-09-22T00:00Z	22	9	2009	2382397	2382397	HUMAN_OBSERVATION	USGS-NAS	NAS	617304								2014-06-05T21:07Z		GEODETIC_DATUM_ASSUMED_WGS84
883443818	d6cc311c-c5ab-4f23-9a20-10514f9eb9c4		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Wiconisco Creek (PFBC site #4557)	c3ad790a-d426-4ac1-8e32-da61f81f0117	40.54565	-76.87147					2009-08-13T00:00Z	13	8	2009	2382397	2382397	HUMAN_OBSERVATION	USGS-NAS	NAS	617351								2014-06-05T21:07Z		GEODETIC_DATUM_ASSUMED_WGS84
883443821	d6cc311c-c5ab-4f23-9a20-10514f9eb9c4		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Susquehanna River; 20m from west shore of Weise Island.	c3ad790a-d426-4ac1-8e32-da61f81f0117	39.8979	-76.3802					2010-07-28T00:00Z	28	7	2010	2382397	2382397	HUMAN_OBSERVATION	USGS-NAS	NAS	617767								2014-06-05T21:07Z		GEODETIC_DATUM_ASSUMED_WGS84
883443832	d6cc311c-c5ab-4f23-9a20-10514f9eb9c4		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Wyalusing Creek (PFBC site #3635)	c3ad790a-d426-4ac1-8e32-da61f81f0117	41.77389	-76.12833					2000-08-17T00:00Z	17	8	2000	2382397	2382397	HUMAN_OBSERVATION	USGS-NAS	NAS	617370								2014-06-05T21:07Z		GEODETIC_DATUM_ASSUMED_WGS84
883443862	d6cc311c-c5ab-4f23-9a20-10514f9eb9c4		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Towanda Creek (PFBC site #4995)	c3ad790a-d426-4ac1-8e32-da61f81f0117	41.7397	-76.43432					2007-08-07T00:00Z	7	8	2007	2382397	2382397	HUMAN_OBSERVATION	USGS-NAS	NAS	617325								2014-06-05T21:07Z		GEODETIC_DATUM_ASSUMED_WGS84
883443863	d6cc311c-c5ab-4f23-9a20-10514f9eb9c4		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Sugar Creek (PFBC site #3584)	c3ad790a-d426-4ac1-8e32-da61f81f0117	41.77639	-76.60333					2000-07-11T00:00Z	11	7	2000	2382397	2382397	HUMAN_OBSERVATION	USGS-NAS	NAS	617293								2014-06-05T21:07Z		GEODETIC_DATUM_ASSUMED_WGS84
883443941	d6cc311c-c5ab-4f23-9a20-10514f9eb9c4		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Unt To Sherman Creek (PFBC site #4544)	c3ad790a-d426-4ac1-8e32-da61f81f0117	40.30477	-77.18362					2009-08-01T00:00Z	1	8	2009	2382397	2382397	HUMAN_OBSERVATION	USGS-NAS	NAS	617339								2014-06-05T21:07Z		GEODETIC_DATUM_ASSUMED_WGS84
884463362	5df38344-b821-49c2-8174-cf0f29f4df0d	http://n2t.net/ark:/65665/3d83ac95a-5f30-4eb3-a1b8-be8ae73ac856	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Mud River. Wv516s	bc092ff0-02e4-11dc-991f-b8a03c50a862	38.1347	-82.0394					1993-07-06T00:00Z	6	7	1993	2382397	2382397	PRESERVED_SPECIMEN	USNM	Fishes	328693.5224282			https://creativecommons.org/publicdomain/zero/1.0/					2016-02-09T19:00Z		GEODETIC_DATUM_ASSUMED_WGS84
999769378	ad43e954-dd79-4986-ae34-9ccdbd8bf568	JN025637	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US		ada9d123-ddb4-467d-8891-806ea8d94230	35.55	-92.59					2003-04-26T00:00Z	26	4	2003	2382397	2382397	UNKNOWN					N. J. Lang			NJ Lang			2014-09-04T13:58Z		REFERENCES_URI_INVALID;COUNTRY_DERIVED_FROM_COORDINATES;COUNTRY_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
1000557532	ad43e954-dd79-4986-ae34-9ccdbd8bf568	EU524019	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	CA		ada9d123-ddb4-467d-8891-806ea8d94230	43.11	-80.25									2382397	2382397	UNKNOWN											2014-09-04T14:20Z		REFERENCES_URI_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
1050660271	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__116721	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Hocking River, dst Whites Mill, 1.2 miles west of Athens OH, Athens township	5ffa575c-fcd4-4583-9611-545f67b04316	39.3295	-82.1228					2014-07-31T00:00Z	31	7	2014	2382397	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 116721		Zimmerman, B. J. (Brian J.)			Zimmerman, B. J. (Brian J.), Burson, J. (Jared) & Russell, J. (Jamie)			2015-11-30T22:39Z		GEODETIC_DATUM_ASSUMED_WGS84
1075099031	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__116016	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Tippecanoe River, Station 16 Sample 32, 1 mile NNE of Americus IN, T24N R3W Section 9 Tippecanoe Township	5ffa575c-fcd4-4583-9611-545f67b04316	40.5424	-86.7643					1991-09-16T00:00Z	16	9	1991	2382397	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 116016		Kibbey, M. R. (Marc Randall)			Watters, G. T. (George Thomas), V & Dunn, H.			2015-11-30T22:39Z		GEODETIC_DATUM_ASSUMED_WGS84
1224542585	71e6db8e-f762-11e1-a439-00145eb45e9a	urn:catalog:OMNH:FISH:85688	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	(AGTN31-2013) Guy James Road, NE of Murfreesboro	609765e0-4ce8-11db-b80e-b8a03c50a862	35.8827	-86.2726					2013-06-23T00:00Z	23	6	2013	2382397	2382397	PRESERVED_SPECIMEN	OMNH	FISH	85688.0		Dr. Aaron Geheber		Sam Noble Oklahoma Museum of Natural History	Aaron Geheber			2015-12-23T21:01Z		GEODETIC_DATUM_ASSUMED_WGS84
1229601841	4e5552d1-5eaf-40a3-b48b-01f92da22f17	URI:catalog:ROM:Ichthyology:9263	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	CA	2/7 miles north of London, Medway Creek	ff418020-1d67-11d9-8435-b8a03c50a862	43.08333	-81.3					1936-08-13T00:00Z	13	8	1936	2382397	2382397	PRESERVED_SPECIMEN	ROM	Fishes	9263	36-14;36-15		https://creativecommons.org/licenses/by-nc/4.0/	Royal Ontario Museum; ROM	Kerswill, C. J.			2016-01-15T19:34Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1211638577	4e5552d1-5eaf-40a3-b48b-01f92da22f17	URI:catalog:ROM:Ichthyology:09301	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	CA	On Hamilton Road, '7 miles east of London', Thames River	ff418020-1d67-11d9-8435-b8a03c50a862	42.96833	-81.14944					1936-07-12T00:00Z	12	7	1936	2382397	2382397	PRESERVED_SPECIMEN	ROM	Fishes	09301	36-7		https://creativecommons.org/licenses/by-nc/4.0/	Royal Ontario Museum; ROM	Kerswill, C. J.			2015-11-26T10:43Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1211660103	4e5552d1-5eaf-40a3-b48b-01f92da22f17	URI:catalog:ROM:Ichthyology:30401	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	CA	Gordon Pittock Reservoir, Woodstock, Thames River	ff418020-1d67-11d9-8435-b8a03c50a862	43.15833	-80.73333					1973-08-14T00:00Z	14	8	1973	2382397	2382397	PRESERVED_SPECIMEN	ROM	Fishes	30401	1		https://creativecommons.org/licenses/by-nc/4.0/	Royal Ontario Museum; ROM	Ethelston & Bailey			2016-01-15T19:34Z		GEODETIC_DATUM_ASSUMED_WGS84
1211660516	4e5552d1-5eaf-40a3-b48b-01f92da22f17	URI:catalog:ROM:Ichthyology:30909	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	CA		ff418020-1d67-11d9-8435-b8a03c50a862	43.14167	-80.89333					1974-08-03T00:00Z	3	8	1974	2382397	2382397	PRESERVED_SPECIMEN	ROM	Fishes	30909	53A		https://creativecommons.org/licenses/by-nc/4.0/	Royal Ontario Museum; ROM	Scott;Duckworth			2016-01-15T19:34Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1211708722	4e5552d1-5eaf-40a3-b48b-01f92da22f17	URI:catalog:ROM:Ichthyology:81457	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	CA	CR 83, 3 km W of Exeter, Ausable River	ff418020-1d67-11d9-8435-b8a03c50a862	43.35972999905823	-81.4983					2004-06-29T00:00Z	29	6	2004	2382397	2382397	PRESERVED_SPECIMEN	ROM	Fishes	81457	ABCA-N4	Stacey, D.	https://creativecommons.org/licenses/by-nc/4.0/	Royal Ontario Museum; ROM	Stammeler, K.			2016-01-15T19:35Z		IDENTIFIED_DATE_UNLIKELY;COORDINATE_REPROJECTED
17598689	83a8c0da-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	CA		0e0fc0f0-828e-11d8-b7ed-b8a03c50a862	43.343	-81.311			0.125	0.125	1980-05-15T00:00Z	15	5	1980	2382397	2382397	PRESERVED_SPECIMEN	CMN	CMNFI	CMNFI 1980-0860.4		Parker, Brad J.			Parker, Brad J.; Brinkman, M.			2014-06-04T23:44Z		GEODETIC_DATUM_ASSUMED_WGS84
198193757	961f602a-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	War Eagle Creek below ford 2.5 mi. S of Witter.	039f44e0-e712-11dd-9cd2-b8a03c50a862	35.90055	-93.70111					1963-01-22T00:00Z	22	1	1963	2382397	2382397	PRESERVED_SPECIMEN	TU	Fish	46941					Keith, Mullins, Neill, Hill & Adams			2014-06-05T03:09Z		GEODETIC_DATUM_ASSUMED_WGS84
198193758	961f602a-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	White River from bridge W Sulphur City to 1.5 mi. upstream.	039f44e0-e712-11dd-9cd2-b8a03c50a862	35.96944	-94.06667					1963-06-06T00:00Z	6	6	1963	2382397	2382397	PRESERVED_SPECIMEN	TU	Fish	46957					Keith,Post,Neill,Buchanan,Woods & Traxler			2014-06-05T03:09Z		GEODETIC_DATUM_ASSUMED_WGS84
198193800	961f602a-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	White River below dam at Batesville.	039f44e0-e712-11dd-9cd2-b8a03c50a862	35.7575	-91.63722					1963-04-07T00:00Z	7	4	1963	2382397	2382397	PRESERVED_SPECIMEN	TU	Fish	49947					Kirk Strawn et al.			2014-06-05T03:09Z		GEODETIC_DATUM_ASSUMED_WGS84
198193838	961f602a-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	150 yards above second riffle up Buffalo River from mouth, right side.	039f44e0-e712-11dd-9cd2-b8a03c50a862	36.16861	-92.43222					1966-04-02T00:00Z	2	4	1966	2382397	2382397	PRESERVED_SPECIMEN	TU	Fish	51342					J. Brown et al.			2014-06-05T03:09Z		GEODETIC_DATUM_ASSUMED_WGS84
198193930	961f602a-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Current River at Hwy. 21 bridge 1.5 mi. S of Doniphan.	039f44e0-e712-11dd-9cd2-b8a03c50a862	36.6175	-90.83945					1970-10-10T00:00Z	10	10	1970	2382397	2382397	PRESERVED_SPECIMEN	TU	Fish	65634					Suttkus & Biology of Fishes Class			2014-06-05T03:09Z		TAXON_MATCH_HIGHERRANK;GEODETIC_DATUM_ASSUMED_WGS84
198193970	961f602a-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides	blennioides	SUBSPECIES	Etheostoma blennioides blennioides Rafinesque, 1819	US	Fox Creek at jct. County Hwys. 711 & 678, 2.0 mi. N of Fox (US Hwy. 58).	039f44e0-e712-11dd-9cd2-b8a03c50a862	36.62917	-81.32166					1971-06-12T00:00Z	12	6	1971	6169015	2382397	PRESERVED_SPECIMEN	TU	Fish	70477					B. & K. Thompson			2014-06-05T03:09Z		GEODETIC_DATUM_ASSUMED_WGS84
198194015	961f602a-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Little Cypress Creek below Mill Dam 2.6 mi. E of Pisgah Church, Hwy. 83.	039f44e0-e712-11dd-9cd2-b8a03c50a862	34.90861	-87.70417					1972-04-06T00:00Z	6	4	1972	2382397	2382397	PRESERVED_SPECIMEN	TU	Fish	77183					Suttkus, Caruso & Humphries			2014-06-05T03:09Z		GEODETIC_DATUM_ASSUMED_WGS84
198194040	961f602a-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Buffalo River 0.5 mi. upstream from Brush Creek; T17N R15W Sec. 11.	039f44e0-e712-11dd-9cd2-b8a03c50a862	36.12722	-92.545					1962-08-28T00:00Z	28	8	1962	2382397	2382397	PRESERVED_SPECIMEN	TU	Fish	79900					Strawn, Hill			2014-06-05T03:09Z		GEODETIC_DATUM_ASSUMED_WGS84
198194041	961f602a-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Butler Creek trib. to Shoal Creek 1.6 mi. N of Hwy. 8 on Hwy. 61.	039f44e0-e712-11dd-9cd2-b8a03c50a862	34.98583	-87.61555					1972-11-04T00:00Z	4	11	1972	2382397	2382397	PRESERVED_SPECIMEN	TU	Fish	80109					Suttkus, Clemmer, G.&D. Heins, Moss & Kohl			2014-06-05T03:09Z		GEODETIC_DATUM_ASSUMED_WGS84
198194092	961f602a-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	South Fork of Saline River, 0.5 mi. N of Hwy. 70.	039f44e0-e712-11dd-9cd2-b8a03c50a862	34.55472	-92.76334					1974-04-08T00:00Z	8	4	1974	2382397	2382397	PRESERVED_SPECIMEN	TU	Fish	87610					Robison et al.			2014-06-05T03:09Z		GEODETIC_DATUM_ASSUMED_WGS84
198194137	961f602a-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Hurricane Creek, trib. of Big Piney at mouth.	039f44e0-e712-11dd-9cd2-b8a03c50a862	35.69778	-93.24445					1973-07-18T00:00Z	18	7	1973	2382397	2382397	PRESERVED_SPECIMEN	TU	Fish	93228					Seehorn & Leeds			2014-06-05T03:09Z		GEODETIC_DATUM_ASSUMED_WGS84
198194179	961f602a-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Fourche La Fave River at Hwy. 28, 2. 5mi. W of Fourche Valley.	039f44e0-e712-11dd-9cd2-b8a03c50a862	34.91083	-93.57722					1975-07-26T00:00Z	26	7	1975	2382397	2382397	PRESERVED_SPECIMEN	TU	Fish	98297					H.W. Robison et al.			2014-06-05T03:09Z		GEODETIC_DATUM_ASSUMED_WGS84
198194272	961f602a-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Green River at Hwy. 70 crossing just E of Liberty.	039f44e0-e712-11dd-9cd2-b8a03c50a862	37.31667	-84.92583					1976-09-11T00:00Z	11	9	1976	2382397	2382397	PRESERVED_SPECIMEN	TU	Fish	110665					Barbour & Fisher			2014-06-05T03:09Z		GEODETIC_DATUM_ASSUMED_WGS84
198194313	961f602a-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Big Piney River at Paddy Creek confluence, 1.1 mi. SE of Hwy. H, 6.2 mi. E of Hwy. 17.	039f44e0-e712-11dd-9cd2-b8a03c50a862	37.55194	-92.035					1980-07-19T00:00Z	19	7	1980	2382397	2382397	PRESERVED_SPECIMEN	TU	Fish	118109					J. Grady & Zoology 465 Class			2014-06-05T03:09Z		GEODETIC_DATUM_ASSUMED_WGS84
198194487	961f602a-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Carter's Creek at Butler Road, Carter's Creek Station, TN (section 12)	039f44e0-e712-11dd-9cd2-b8a03c50a862	35.71722	-86.99555					1993-07-30T00:00Z	30	7	1993	2382397	2382397	PRESERVED_SPECIMEN	TU	Fish	169025					H.L. Bart, C.A. Walser, J.P. Buckley			2014-06-05T03:09Z		GEODETIC_DATUM_ASSUMED_WGS84
